simdikilerde şimdikilerde
yapilmış yapılmış
öc öç
Çocuklariniza Çocuklarınıza
Izlerim İzlerim
viyi vıyı
sıyırısan sıyırışan
degistirmeli değiştirmeli
Oden Öden
Günşiray Günşıray
bıcakladıgını bıçakladığını
saygiya saygıya
azmettirmis azmettirmiş
gelistirmek geliştirmek
sarmaliyor sarmalıyor
arkadaslarindan arkadaşlarından
Sükran Şükran
AKSIYON AKSİYON
anlamasi anlaması
aslina aşlına
Gigi Gıgı
hickiriklar hıçkırıklar
donüşümü dönüşümü
performansinin performansının
kaybedecegini kaybedeceğini
uyarlanmis uyarlanmış
birakirsiniz bırakırsınız
ajanslarin ajansların
bagliyorsa bağlıyorsa
kuralin kuralın
gençligin gençliğin
fılmlerınde filmlerinde
zirvasi zırvası
kisilikten kişilikten
gulmedi gülmedi
gonderir gönderir
sevdıgı sevdiği
Acikca Açıkça
ÖGRETİLMELİ ÖĞRETİLMELİ
lafinin lafının
canina canına
yarinlara yarınlara
kiriyor kırıyor
ahbaplarina ahbaplarına
karsiyayiz karşıyayız
over över
donün dönün
alinti alıntı
basitce basitçe
oven öven
kostümünu kostümünü
BENI BENİ
yapimlardan yapımlardan
ceyregi çeyreği
kisaltilmis kısaltılmış
elestirebilirsiniz eleştirebilirsiniz
uzaylilar uzaylılar
hoslanabilecegi hoşlanabileceği
disariya dışarıya
dolandiricilik dolandırıcılık
agzina ağzına
arzulari arzuları
aktariliyor aktarılıyor
çalistiklari çalıştıkları
marjinalliği marjinallığı
izleyeceğını izleyeceğini
çekilmis çekilmiş
degisimlerin değişimlerin
adanmisliga adanmışlığa
dusundurmeden düşündürmeden
düsebilir düşebilir
Ilkinden İlkinden
planina planına
soygunculariyla soyguncularıyla
damari damarı
zulumlerin zulümlerin
Manson Manşon
öldügünüz öldüğünüz
bayilacaklar bayılacaklar
yillardakiler yıllardakiler
yordugu yorduğu
cadilarla cadılarla
tekiymis tekiymiş
çalismasi çalışması
kiyisinda kıyısında
yaslandiginizda yaşlandığınızda
yuzlerle yüzlerle
begenmistim beğenmiştim
yapıstır yapıştır
hoslarına hoşlarına
isirtiyor ısırtıyor
şukurler şükürler
suyuyla şüyuyla
ahsi ahsı
yapildiğin yapıldığın
baslayacagim başlayacağım
Hırıstiyanlar Hıristiyanlar
kostururken koştururken
ilcede ilçede
denizlerın denizlerin
zorlamalari zorlamaları
acmayin açmayın
çocuklugumdaki çocukluğumdaki
Carpilirsiniz Çarpılırsınız
yasaklanmasi yasaklanması
dalmıs dalmış
sacmaliktir saçmalıktır
hirsizlik hırsızlık
bagini bağını
sürdügünü sürdüğünü
bakiyormusuz bakıyormuşuz
benimsemis benimsemiş
bakmis bakmış
rafinda rafında
dusunulmeli düşünülmeli
bayagi bayağı
Ingiliz İngiliz
çalistim çalıştım
sozdu sözdü
çekılmıs çekilmiş
dokundurmus dokundurmuş
sasirttigini şaşırttığını
yadirgamadigimi yadırgamadığımı
takilirim takılırım
catilara çatılara
dımı dimi
yillardan yıllardan
hisirtilari hışırtıları
tamamdi tamamdı
anlatilan anlatılan
sokalim sokalım
ustesınden üstesinden
budaklari budakları
yasamasini yasamasını
lugata lügata
dusmanla düşmanla
zamanlarinda zamanlarında
baglanmis bağlanmış
kirpmadim kırpmadım
girdiginde girdiğinde
sanirsam sanırsam
eglenır eğlenir
Akillari Akılları
güldügümü güldüğümü
begenmedigini beğenmediğini
Izlenebilir İzlenebilir
recelınde reçelinde
cekılebılırdı çekilebilirdi
sacmalıkları saçmalıkları
cekeceğini çekeceğini
hissetmis hissetmiş
karizmasindan karizmasından
filmmis filmmiş
gulumsetiyor gülümsetiyor
yildizlardan yıldızlardan
Aksemseddin Akşemseddin
tanımıs tanımış
harcasaydi harcaşaydı
saldirganlasan saldırganlaşan
hosça hoşça
kuralci kuralcı
Vahina Vahına
çiplaklik çıplaklık
gerceklerini gerçeklerini
begenmedigimi beğenmediğimi
Ittihat İttihat
SIYAH SİYAH
soyleneni söyleneni
zekalılari zekalıları
gerceklerine gerçeklerine
odaklanmanizi odaklanmanızı
intikami intikamı
izledigimi izlediğimi
dövüstürülmesine dövüştürülmesine
kiskanip kıskanıp
giristigini giriştiğini
baktiginda baktığında
yaraliyor yaralıyor
abartmayi abartmayı
izledigime izlediğime
derinlige derinliğe
açilardan açılardan
Hatırlasana Hatırlaşana
korkulari korkuları
degiştirsek değiştirsek
yaniltti yanılttı
yorumlanmis yorumlanmış
evladi evladı
merakliysaniz meraklıysanız
gerçeklestiren gerçekleştiren
yapilarla yapılarla
fugun fügün
hesaplasmalara hesaplaşmalara
barindırdığı barındırdığı
DEMEYECEGI DEMEYECEĞİ
çalistigini çalıştığını
yakistirmadir yakıştırmadır
düsünüldügünde düşünüldüğünde
Isinden İşinden
dusunmemistim düşünmemiştim
uyarlaninca uyarlanınca
yakistirmadim yakıştırmadım
alinmasinlar alınmasınlar
huru hürü
kavusma kavuşma
Yanardagi Yanardağı
farklilikla farklılıkla
sayip sayıp
ozelestirimi özeleştirimi
yapiyorken yapıyorken
çakmasi çakması
Yalarin Yaların
cekilemez çekilemez
bakmayayim bakmayayım
filmindekı filmindeki
parcalanmis parçalanmış
goruntulerin görüntülerin
duygulari duyguları
birakacaklar bırakacaklar
Parklarimizin Parklarımızın
gösterildigi gösterildiği
çikista çıkışta
oyunlarinin oyunlarının
yükselisini yükselişini
icisi içişi
efsanelesebilirdi efsaneleşebilirdi
yansitilmamaliydi yansıtılmamalıydı
uçustugu uçuştuğu
açiliyor açılıyor
Işler İşler
basrolün başrolün
sofralarinda sofralarında
kinamak kınamak
sonlandirdigini sonlandırdığını
yansittigini yansıttığını
unutmayiniz unutmayınız
koymamasidir koymamasıdır
rahatsizliklar rahatsızlıklar
sasmam şaşmam
tutunamayacagini tutunamayacağını
donmesini dönmesini
misirlarin mısırların
cıngöz cingöz
aslida aslıda
KELIMENIN KELİMENİN
faydalilanamamis faydalılanamamış
atmasi atması
kirmasini kırmasını
HIKAYE HİKAYE
düsürmüs düşürmüş
havarı havari
Megamindin Megamındın
gondermeleri göndermeleri
baglasaydik bağlasaydık
ugradigim uğradığım
çarpici çarpıcı
birakabilmeyi bırakabilmeyi
duydukca duydukça
kurtarayim kurtarayım
zamanim zamanım
susadıgımı susadığımı
cekselermis çekselermiş
harcadıgım harcadığım
düsünülüyor düşünülüyor
salonlarina salonlarına
yüregine yüreğine
aglayip ağlayıp
sayabilecegimiz sayabileceğimiz
sirayi sırayı
mesajini mesajını
tapinma tapınma
çıkarilabilirdi çıkarılabilirdi
kiracisini kiracısını
colcuk çölcük
goremeyeceğiniz göremeyeceğiniz
memati mematı
kazandirdigini kazandırdığını
cagin cağın
inatçi inatçı
çuvallamis çuvallamış
amatörluğü amatörlüğü
vahsiliklerini vahşiliklerini
yaşamasınin yaşamasının
adaylarin adayların
baktigini baktığını
yapamamislar yapamamışlar
yetmemis yetmemiş
elestirmendir eleştirmendir
VEREMIYORUM VEREMİYORUM
standardina standardına
gömülmüs gömülmüş
muzıgını müziğini
alinir alınır
yapamadiysaniz yapamadıysanız
sinamasında sınamasında
kiyaslayip kıyaslayıp
inandirma inandırma
sivesi şivesi
partI partİ
Satima Şatıma
sacmalıklara saçmalıklara
yonetmenliginden yönetmenliğinden
medyasinin medyasının
baktigimi baktığımı
turuyle türüyle
Sinirda Sınırda
Izlemeyenler İzlemeyenler
kötülügünü kötülüğünü
ırkcı ırkçı
Gisede Gişede
Izleyiciyi İzleyiciyi
dahiligi dahiliği
şemali şemalı
anlatamiyor anlatamıyor
basarisizligi başarısızlığı
araliktan aralıktan
yikimlar yıkımlar
ugradigi uğradığı
FİLMI FİLMİ
kirpmadan kırpmadan
izlemeyın izlemeyin
yutturduklari yutturdukları
kazandirin kazandırın
başlamiştir başlamıştır
ögrencinin öğrencinin
cıplaklıgı çıplaklığı
kugulanamamis kuğulanamamış
kazasindan kazasından
yapamazsin yapamazsın
DUSTUGUNDE DÜŞTÜĞÜNDE
dramasina dramasına
mucadeleyle mücadeleyle
karadeligin karadeliğin
büyüdum büyüdüm
nasi naşi
alisagelmis alışagelmiş
kiyafetsiz kıyafetsiz
doldurmayi doldurmayı
goyer göyer
izleyebileceginiz izleyebileceğiniz
oyunlarinda oyunlarında
acindiran acındıran
rituele ritüele
yazdirabiliyorsa yazdırabiliyorsa
inisleri inişleri
duyarlılıgına duyarlılığına
gercekligini gerçekliğini
şovalyesi şövalyesi
bayilirlar bayılırlar
muzisyeni müzisyeni
güldügü güldüğü
bahsettiginiz bahsettiğiniz
anlatmalari anlatmaları
katilacagini katılacağını
guzellestirebilirdi güzelleştirebilirdi
çikisindan çıkısından
aktaramiyoruz aktaramıyoruz
Izleme İzleme
sunamiyor sunamıyor
savaslar savaşlar
yasantılarını yaşantılarını
yaziktir yazıktır
EFSANESI EFSANESİ
konusturup konuşturup
elestırmeden eleştirmeden
elestirmenden eleştirmenden
destanlarimizi destanlarımızı
terorist terörist
fragmanlari fragmanları
Açılıs Açılış
bezenmis bezenmiş
katilmadigim katılmadığım
tanitilmamis tanıtılmamış
destanlarimiza destanlarımıza
islah ıslah
karsilamayan karşılamayan
oturtamadim oturtamadım
muzikle müzikle
yaramiyorlar yaramıyorlar
çelisen çelişen
atmadim atmadım
biraksinlar bıraksınlar
elestirmeyin eleştirmeyin
düsünenlere düşünenlere
cevirmissiniz cevirmişsiniz
fikralari fıkraları
düşünuyor düşünüyor
tuylerım tüylerim
dayanmasi dayanması
kisaltilabilirdi kısaltılabilirdi
cagda çağda
ulkelerin ülkelerin
kurtaralim kurtaralım
oyuncularsiniz oyuncularsınız
Seffaflik Şeffaflık
çikisli çıkışlı
sirasi sırası
bayildigim bayıldığım
canlanirdi çanlanırdı
polemige polemiğe
DIZILERININ DİZİLERİNİN
tekrarlamis tekrarlamış
tanimiyordum tanımıyordum
Itici İtici
olusturuluyor oluşturuluyor
kardesiniz kardeşiniz
degerlendirsem değerlendirsem
karismis karışmış
uzanmasinlar uzanmasınlar
edebiyatçi edebiyatçı
Tusen Tuşen
konularin konuların
Incir İncir
ozentısız özentisiz
umutlandiran umutlandıran
kardesinin kardeşinin
hanidir hanıdır
gozlerinize gözlerinize
oyunculugun oyunculuğun
kırıntisi kırıntısı
güldürebilirliginin güldürebilirliğinin
AMERIKAN AMERİKAN
yaraliydi yaralıydı
nesesiyle neşesiyle
hamliktir hamlıktır
çalışılanlari çalışılanları
söylesinde söyleşinde
Masi Maşı
hirsli hırslı
bugunlere bugünlere
basarmisti başarmıştı
cekerler çekerler
korkanin korkanın
beklıye bekliye
SURUSU SÜRÜŞÜ
sayfayi sayfayı
asagiya aşağıya
Isimlere İsimlere
ummadigimiz ummadığımız
deginilmeliydi değinilmeliydi
beraberligi beraberliği
soylemisler söylemişler
çağırısını çağırışını
ortasiklet ortasıklet
gelmistir gelmiştir
sinemalik sinemalık
ciplakligiyla çıplaklığıyla
uzuvlarini uzuvlarını
bakmasi bakması
Harlin Harlın
ananizin ananızın
yorumladigimda yorumladığımda
kizmasin kızmasın
nami namı
basarmissa başarmışsa
TIME TİME
yenecegini yeneceğini
zombıler zombiler
Rüyalarin Rüyaların
sukranlarimla şükranlarımla
dakikasini dakikasını
çakmagi çakmağı
baglayabilirlerdi bağlayabilirlerdi
sancagimizi sancağımızı
EDI EDİ
dakikasina dakikasına
ipuclarını ipuçlarını
çorbasi çorbası
hâlin hâlın
populariteyi popülariteyi
surse sürse
basmakalip basmakalıp
reklamcinin reklamcının
söylenmistir söylenmiştir
alabilirmis alabilirmiş
yanmasini yanmasını
dagıtacak dağıtacak
izleyemedigim izleyemediğim
alacaktir alacaktır
kinadigim kınadığım
endişesıyle endişesiyle
ozledik özledik
şartti şarttı
dagitiyorken dağıtıyorken
Festivalı Festivali
ulkende ülkende
dagilimi dağılımı
ilerleyisinin ilerleyişinin
Gaganin Gaganın
saglayabilir sağlayabilir
algisina algısına
yaratilmis yaratılmış
TERSI TERSİ
sasirtmalari şaşırtmaları
istendigi istendiği
zayifligini zayıflığını
figüranlarin figüranların
ulkelerde ülkelerde
ızlettırıyor izlettiriyor
diyaloglariyla diyaloglarıyla
gösterildigine gösterildiğine
ağırbaşlılıgı ağırbaşlılığı
olmalariydi olmalarıydı
kavgasinin kavgasının
Ikimizde İkimizde
gozyaslari gözyaşları
gecirilir geçirilir
oynamiyor oynamıyor
çevrilmemis çevrilmemiş
yikacak yıkacak
düsündürtecek düşündürtecek
Ikincisini İkincisini
guvenin güvenin
dönüsleri dönüşleri
dönüsmek dönüşmek
fragmanini fragmanını
duymasindaki duymasındaki
oldugudur olduğudur
dugusunu düğüşünü
fragmanina fragmanına
Insanlarina İnsanlarına
bulandirmaktan bulandırmaktan
yansitilabilirdi yansıtılabilirdi
düsünülmeliydi düşünülmeliydi
saçmaligin saçmalığın
Onbasinin Onbaşının
duramiyor duramıyor
gosterilmeye gösterilmeye
sariyor sarıyor
nasihatim nasihatım
çikmalarina çıkmalarına
bırakmamıstır bırakmamıştır
Deliligin Deliliğin
FIKIRLERI FİKİRLERİ
koreli köreli
Yazanin Yazanın
kullansaydi kullansaydı
duygusalligi duygusallığı
ağlattiniz ağlattınız
tasinmis tasınmış
edilemeyecegini edilemeyeceğini
mehmetcigimize mehmetçiğimize
izlendiginde izlendiğinde
ıspatlayan ispatlayan
figuran figüran
ekmege ekmeğe
saydigim saydığım
goreyim göreyim
sinavla şınavla
yapmis yapmış
yariyla yarıyla
kurtarmis kurtarmış
koyayim koyayım
sorgulamayi sorgulamayı
atlamasini atlamasını
SISTEMI SİSTEMİ
çevirmis çevirmiş
düsünmeyecektir düşünmeyecektir
ramazanlari ramazanları
topladigi topladığı
zamanimizdan zamanımızdan
sikmayi sıkmayı
sayilarla sayılarla
Eşkiya Eşkıya
cizgide çizgide
gidelım gidelim
Dükkanindan Dükkanından
İğrenc İğrenç
çigi çığı
geçirmis geçirmiş
arkadasıyla arkadaşıyla
gecmesiyle geçmesiyle
monologu monoloğu
Pur Pür
hatirlayacak hatırlayacak
bakmami bakmamı
alismistir alışmıştır
Breslin Breşlin
ciyi çiyi
görselligi görselliği
cikarimda çıkarımda
oynadiginizi oynadığınızı
görsellige görselliğe
liberalliğinin liberallığının
baktigindaysa baktığındaysa
saskindim şaşkındım
monologa monoloğa
caldiktan çaldıktan
dusundugunde düşündüğünde
cekımlerı çekimleri
Gorselliginin Görselliğinin
adamina adamına
masalarindan maşalarından
odulune ödülüne
Insanlar İnsanlar,İnşanlar
hoslanmam hoşlanmam
adlandiracagimi adlandıracağımı
hayranlarıni hayranlarını
hissettirebilecegi hissettirebileceği
vermisken vermişken
basladıgında başladığında
kisiligi kişiliği
yaraticiliktan yaratıcılıktan
sinemaLarinin sinemaLarının
hatirlanamaz hatırlanamaz
kasabalinin kasabalının
mucadeleler mücadeleler
Izabela İzabela
kisiliksiz kişiliksiz
kirarsin kırarsın
aşılaniyor aşılanıyor
olmamistir olmamıştır
ayiramadim ayıramadım
pandanin pandanın
özetlemis özetlemiş
destanlarindan destanlarından
uzulur üzülür
göstermemis göstermemiş
patavatsiz patavatsız
kötülesirim kötüleşirim
Ikinci İkinci
begenmemislerdir beğenmemişlerdir
ağırsikletler ağırsıkletler
degisiklerle değişiklerle
yaymayi yaymayı
bakmısın bakmışın
etmeyecegi etmeyeceği
sonlandirmayı sonlandırmayı
ızleyıcıyı izleyiciyi
hackerın hackerin
Patti Pattı
Izlenilmesi İzlenilmesi
korkmamiz korkmamız
orneklerinde örneklerinde
sevdiginden sevdiğinden
alisilmis alışılmış
guzeliydi güzeliydi
daginik dağınık
fisiltilarini fısıltılarını
ıkıncısıde ikinciside
begenseler beğenseler
sabırsızlikla sabırsızlıkla
düsünürsek düşünürsek
yaratmazdi yaratmazdı
ozentisi özentisi
kararimi kararımı
açti açtı
çözmüs çözmüş
gormustuk görmüştük
kavramlari kavramları
başrolundeki başrolündeki
tanirsin tanırsın
dusunecegimizi düşüneceğimizi
indirgedigi indirgediği
anlasılacagı anlaşılacağı
bilemedigimiz bilemediğimiz
takimina takımına
hissettigim hissettiğim
alirsaniz alırsanız
yukleneyim yükleneyim
agliyorum ağlıyorum
kaynaklanir kaynaklanır
örnegi örneği
anlayamamaniz anlayamamanız
eglenebilmek eğlenebilmek
aktor aktör
agladigini ağladığını
hitaplari hitapları
lafini lafını
geçmisimizle geçmişimizle
etkılenmemenız etkilenmemeniz
rekorlari rekorları
calışmaları çalışmaları
Basrollerinde Başrollerinde
alamamisken alamamışken
abartilarin abartıların
Esca Eşca
İnsaların İnşaların
caresizligi çaresizliği
anlatilmasi anlatılması
basariya başarıya
ciksaydim çıksaydım
olmusken ölmüşken
agladigimi ağladığımı
kaydirabiliriz kaydırabiliriz
efsanelesmis efsaneleşmiş
düsmüyor düşmüyor
olusturabilmesidir oluşturabilmesidir
ızleyenlere izleyenlere
asiriya aşırıya
degisikti değişikti
gorelim görelim
çeliskileri çelişkileri
ılişkisi ilişkisi
calısırken çalışırken
belgesellerındekı belgesellerindeki
Saturn Satürn
cekismesi çekişmesi
Uzatilsa Uzatılsa
yazilara yazılara
harcadilar harcadılar
senaryolastirma senaryolaştırma
gorusleriniz görüşleriniz
sevmis sevmiş
cikmayacak çıkmayacak
güldügüm güldüğüm
konusmalarin konuşmaların
sorularin soruların
cisi çisi
düsüldü düşüldü
çagın çağın
kilikli kılıklı
karşinizda karşınızda
anlattiğı anlattığı
insanlarinda insanlarında
varim varım
kisimlarini kısımlarını
kavramin kavramın
Sasmazi Şaşmazı
cikabilmek çıkabilmek
basyapiti başyapıtı
sarilma sarılma
düsünmüstür düşünmüştür
insanligini insanlığını
suclulugu suçluluğu
düsünmüstüm düşünmüştüm
anlasilabilir anlaşılabilir
ayrimina ayrımına
KESIMDEN KESİMDEN
aktiginin aktığının
etmissiniz etmişsiniz
doyamadıgım doyamadığım
absürtluklere absürtlüklere
uygulamadir uygulamadır
elestiriliyordu eleştiriliyordu
Ismael İsmael
şefkatını şefkatini
bulusmasindan buluşmasından
yutmus yutmuş
yazacaklarimi yazacaklarımı
düsünüyorsunuz düşünüyorsunuz
israrcilar ısrarcılar
Yildizlarini Yıldızlarını
çaldigi çaldığı
igrençti iğrençti
gecenlerı geçenleri
bayiliyoruz bayılıyoruz
bilmedigin bilmediğin
puandir puandır
karsilastirmalar karşılaştırmalar
kliselesti klişeleşti
parçasini parçasını
olamayacagım olamayacağım
aldiği aldığı
beklenildigi beklenildiği
rastladıgımda rastladığımda
çıkarmişti çıkarmıştı
hatirlatmadir hatırlatmadır
